,id,code
0,train_original_gan1.jpg_00175a57-1edb-451b-be8a-71f8914a4199,0
1,train_original_gan1.jpg_002a7bd6-bd7b-4de6-8112-995bb19d436c,0
2,train_original_gan1.jpg_0038a86d-c1cc-4db1-865a-d67009b3b4e7,0
3,train_original_gan1.jpg_003b050c-aba9-41d6-816a-22abfc3a14d5,0
4,train_original_gan1.jpg_004deed6-dfd8-49e3-9497-b9704158d912,0
5,train_original_gan1.jpg_0074bc19-26b8-4a87-9701-c71819b72814,0
6,train_original_gan1.jpg_00876e67-940b-4f6d-8c88-a42f1ab50e5e,0
7,train_original_gan1.jpg_016b2825-96ea-4f03-9612-6598a969fc92,0
8,train_original_gan1.jpg_019c1b79-848b-480a-aabc-6c7175f03f9c,0
9,train_original_gan1.jpg_01be3d08-3ae7-4723-9f61-cb931fc5648e,0
10,train_original_gan1.jpg_01d553bf-be02-4117-83f4-76e42abedb8c,0
11,train_original_gan1.jpg_0217495d-666b-4d22-a09a-1a67af2d6161,0
12,train_original_gan1.jpg_0268fc58-2da9-4ac7-b5bf-ccd69b6df38d,0
13,train_original_gan1.jpg_03513cf4-5271-4ec4-bdb8-bdba05a39971,0
14,train_original_gan1.jpg_03980932-cf28-4baa-9e58-fdb3dc19b740,0
15,train_original_gan1.jpg_03fa8c34-f200-470d-ad10-c68e0a5e4514,0
16,train_original_gan1.jpg_04154dd9-4ffd-4dd8-affc-894694ea9955,0
17,train_original_gan1.jpg_046f8c97-0aff-4235-a505-d512d8291ccf,0
18,train_original_gan1.jpg_04e8c640-94a8-4dd3-b740-3c1934efe9fd,0
19,train_original_gan1.jpg_04f89379-b540-4e97-8ffb-79bbdad9ebc2,0
20,train_original_gan1.jpg_0541108f-25bf-4667-80ff-f2540ecb6b9f,0
21,train_original_gan1.jpg_054e003e-7506-434f-8854-343ba07817ac,0
22,train_original_gan1.jpg_056f242f-f3cc-4d1a-81dd-044017851631,0
23,train_original_gan1.jpg_059e72b9-8c15-41c2-b04f-b54a41bb7c1a,0
